id,store_name,contact_person,contact_number,address,area,landmark,city,state,country,pincode,google_location_url,latitude,longitude,status,notes,created_at
119,R. B Store,,9862958944,"Lalitpur 18, Bhaisepati, Magar G",Bhaisepati,Magar G,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/KYFXcw17F4pu1exB6,,,prospect,,2026-04-15 09:27:16
120,S S Kirana Store,,9848217000,"Lalitpur 18, Bhaisepati, Magar G",Bhaisepati,Magar G,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/vLXepMNmRxjGAhHQ9,,,prospect,,2026-04-15 09:27:16
121,Supreme Store,,9816746093,"Lalitpur 18, Bhaisepati, Magar G",Bhaisepati,Magar G,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/fPZVgM4bKpQvEk9d7,,,prospect,,2026-04-15 09:27:16
122,Pranisha Khadyanna Store,,9848772551,"Lalitpur 18, Bhaisepati, Magar G",Bhaisepati,Magar G,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/E2LcSgirSfbqMmiA8,,,prospect,,2026-04-15 09:27:16
123,Preeti Food Concern,,9810100721,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Pkb93wu6z2DSFMj4A,,,prospect,,2026-04-15 09:27:16
124,Shrestha Store,,9803510550,"Lalitpur 4, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/vn9hvhqgThdeWKaRA,,,prospect,,2026-04-15 09:27:16
125,Easy Eats/ Easy Mart,,"9851067072, 9813480226","Lalitpur 4, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FmX6EFu8cse1SjKY6,,,prospect,,2026-04-15 09:27:16
126,Tulasi Store,,01-5538561,"Lalitpur 4, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/jVm6SErPytDptB3Y9,,,prospect,,2026-04-15 09:27:16
127,Anjali Store,Prakash Shrestha,9803000975,"Lalitpur 3, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/KTbNRpZbBY7S1AxdA,,,prospect,,2026-04-15 09:27:16
128,Local Hub & Suppliers,,"01-4443307, 9861413480","Lalitpur 3, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/JgqrrLhYViHx32Nx7,,,prospect,,2026-04-15 09:27:16
129,Rishi Store,Suman,9841360227,"Lalitpur 3, Dhobighat",Dhobighat,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/7xQGRU928VVVF6JaA,,,prospect,,2026-04-15 09:27:16
130,Alina Store,,,"Lalitpur 3, Jhamsikhel",Jhamsikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/kSpXpepR5Ptdvfxg7,,,prospect,,2026-04-15 09:27:16
131,Himali Masala Pasal,,9841485834,"Lalitpur 4, Bhani Mandal",Bhani Mandal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/WhTVNUeSfCNijQcUA,,,prospect,,2026-04-15 09:27:16
132,Aekantakuna Store,Krishna,9841204921,"Lalitpur 13, Aekantakuna",Aekantakuna,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/17GtQ1xJu1ZNvRtU6,,,prospect,,2026-04-15 09:27:16
133,B M Store,,015550417,"Lalitpur 13, Ekantakuna",Ekantakuna,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/M37SNZ8cRG9Kfhme8,,,prospect,,2026-04-15 09:27:16
134,Aashish Store,,9843643120,"Lalitpur 13, Nakhhu Dobato",Nakhhu Dobato,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/nRJFpWVGQ4KqWZf89,,,prospect,,2026-04-15 09:27:16
135,Arbin Store,Kamala,9803521398,"Lalitpur 13, Ekantakuna",Ekantakuna,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/D9gUr9jLi8JQwK6z7,,,prospect,,2026-04-15 09:27:16
136,Lakhe Super Store,,9841326997,"Lalitpur 13, Ekantapur",Ekantapur,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/45iGPcothrUrFgHG8,,,prospect,,2026-04-15 09:27:16
137,Sharma Store,,"9851950513, 015432723","Lalitpur 4, Jawalakhel",Jawalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/AwJbhdFDQ9TwpFee9,,,prospect,,2026-04-15 09:27:16
138,Dambar Cold Store,,,"Lalitpur 13, Jwawalakhel",Jwawalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/8S7UdESDT6zi415E9,,,prospect,,2026-04-15 09:27:16
139,K S Store,Baburam Ghimire,9851029478,"Lalitpur 5, Jawalakhel",Jawalakhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/UnGVwy1H3YZr8oKUA,,,prospect,,2026-04-15 09:27:16
140,Ram Store,Ram,"9841814926, 01-5530216","Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/ZhX5ZLnC17PRoJ9q8,,,prospect,,2026-04-15 09:27:16
141,Ganga and Jamuna Khadya Store,,9841957998,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/6tcsHpS152yYXCqK8,,,prospect,,2026-04-15 09:27:16
142,Saugat and Subodh Khadhanna Store,M Kumar Shrestha,9843699762,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/NxK7iJCa5BKmTzR69,,,prospect,,2026-04-15 09:27:16
143,Sushanta Store,,,"Lalitpur 18, Bhaisepati Wai Wai",Bhaisepati Wai Wai,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/nreS9twTyT2wb6Ac7,,,prospect,,2026-04-15 09:27:16
144,Aayush Kirana tatha Tarkari Wholesale,Ranjit,9813647957,"Lalitpur 18, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/S2ZrD7WKYzFKTjTm7,,,prospect,,2026-04-15 09:27:16
145,Saraswati Khadya Store,Saraswati Kirana Pasal,9851204027,"Lalitpur 18, Khokana Dobato, Bhaisepati",Khokana Dobato,Bhaisepati,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/2p2ZwMA3ywzzw5i4A,,,prospect,,2026-04-15 09:27:16
146,Radhika Interprises,,"9851086770, 9841715164","Lalitpur 25, Khokana Dobato, Bhaisepati",Khokana Dobato,Bhaisepati,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/cXqZy7DucTqssYpA8,,,prospect,,2026-04-15 09:27:16
147,Bishnu Store,,015592607,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/jD8S61cowxQ9pALC,,,prospect,,2026-04-15 09:27:16
148,Ghusel Krishi tatha Dairy Farm,Ashika Ghimire,"9864999360, 9849771378","Lalitpur 22, Bungmati, Bhandari Tole",Bungmati,Bhandari Tole,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/UvHLG5AqjLLHGEPj8,,,prospect,,2026-04-15 09:27:16
149,Rama Khadhyanna,Raju Shakya,9818355911,"Lalitpur 25, Chhasikot",Chhasikot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/P8BJrCMFzjFG7nYY8,,,prospect,,2026-04-15 09:27:16
150,Kashyap Puja tatha Jyotish,Ashok Ghimire,9765024645,"Lalitpur 25, Chhasikot",Chhasikot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/We8tUww52ToqneEU9,,,prospect,,2026-04-15 09:27:16
151,Bajrabarahi Puja tatha Ayurvedic Pasal,,9860223473,"Lalitpur 18, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/ZfQPgHkTRSZZLmKF8,,,prospect,,2026-04-15 09:27:16
152,Naba Durga Store,,015446831,"Lalitpur 5, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/pSkvkUvMKCYLG5cR6,,,prospect,,2026-04-15 09:27:16
153,A R K Store,Arun,9849165029,"Lalitpur 5, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/wyS7MuVXw5QS43d29,,,prospect,,2026-04-15 09:27:16
154,Shakya Khadya Store,,9849188995,"Lalitpur 5, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/wVAJHWMttyhuWCcD9,,,prospect,,2026-04-15 09:27:16
155,Masala Pasal,Keshab Timalsina,9865125979,"Lalitpur 5, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/XZjpRvzDj434YudCA,,,prospect,,2026-04-15 09:27:16
156,Shree Mahalaxmi Store,,9841304132,"Lalitpur 5, Mahalaxmi",Mahalaxmi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/JnzAAiQv1wAwMgxp8,,,prospect,,2026-04-15 09:27:16
157,Dealer Nepal,Navaraj,9801800962,"Lalitpur 5, Mahalaxmi",Mahalaxmi,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/k5SD6Y1Mcb4Zamu79,,,prospect,,2026-04-15 09:27:16
158,Masala Pasal,,015454288,"Lalitpur 5, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/G8EedXgSzRPt6eN56,,,prospect,,2026-04-15 09:27:16
159,Dhakshinkali Interprises,,01-5547963,"Lalitpur 14, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/p2W7jfz2tqvZzWXU9,,,prospect,,2026-04-15 09:27:16
160,Koshaeli Ghar Gudpak Pasal,,,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FWMFADcqQpBCmtbr7,,,prospect,,2026-04-15 09:27:16
161,Kantipur Traders,Ram Shankar,01-5440602,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/inzXDfctpnjYrHFY6,,,prospect,,2026-04-15 09:27:16
162,Riddhi Siddhi Pau Pasal,,9849495931,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/bNdfjPmZoCxLYSTG7,,,prospect,,2026-04-15 09:27:16
163,Sabin Store,,"01-5447595, 9841540","Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/dagFHPg3TZXPQwxV7,,,prospect,,2026-04-15 09:27:16
164,Siddhi Vinayak Khadhyanna Store,,"9851061352, 9841256353","Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/qj3dk88TTfV9bm7f6,,,prospect,,2026-04-15 09:27:16
165,Sagarmatha Store,Pradip Rai,9841672611,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/wNNduYiUrqKZuAPbA,,,prospect,,2026-04-15 09:27:16
166,Kirana Pasal,Ramesh Subesi,9841261374,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/GENYbAhKxYwbTEux5,,,prospect,,2026-04-15 09:27:16
167,Delivery Mart,,9851048165,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/fb6EHHQShA3QE4tw9,,,prospect,,2026-04-15 09:27:16
168,Nirmala Store,,,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/9N5izoJu2Skbue1i6,,,prospect,,2026-04-15 09:27:16
169,Pabitra Kirana Pasal,,,"Lalitpur 18, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/AVej2VKrb68R2ytF6,,,prospect,,2026-04-15 09:27:16
170,Wonzal Mart,,,"Lalitpur 18, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/mc6mGqQZ2b424hWN6,,,prospect,,2026-04-15 09:27:16
171,Dana Pasal,,9818844371,"Lalitpur 18, Bhaisepati Saibu",Bhaisepati Saibu,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FnQfKVuUSZJ53QZB7,,,prospect,,2026-04-15 09:27:16
172,Gaurab Store,,015592049,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/WyJK2kUcoyimtkok7,,,prospect,,2026-04-15 09:27:16
173,Nabin Karyabinayak Masala Pasal,Nabin,9841782418,"Lalitpur 25, Bhaisepati",Bhaisepati,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/6DiywUG4dRw35PCK6,,,prospect,,2026-04-15 09:27:16
174,Dairy Pasal,Rabin Ghimire,9849836934,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/TEdGBKokxvVEcEcd6,,,prospect,,2026-04-15 09:27:16
175,Purnima Cold Store,,9849363735,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/zbX78T3Lp21VaQ7t6,,,prospect,,2026-04-15 09:27:16
176,Anushka Store,,"9851010258,  9841672179","Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/dveDrbfHZT9WRZgV7,,,prospect,,2026-04-15 09:27:16
177,Masala Tarkari Pasal,Kamala Gautam,9848818266,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/7Fk9uaQDxnf27FRr6,,,prospect,,2026-04-15 09:27:16
178,Kirana Pasal,Sarmila Dahal,9861757825,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/gCqvXN5HUQ5qtpyw8,,,prospect,,2026-04-15 09:27:16
179,Buddhi Kirana Pasal,,9708763248,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/FMpTWc8isf6ty9Gf9,,,prospect,,2026-04-15 09:27:16
180,Munga Store,,9841471926,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/nAVjFywFpAS6rhWBA,,,prospect,,2026-04-15 09:27:16
181,Subhadra Store,Radha Krishna Maharjan,9863860034,"Lalitpur 25, Nakhudole",Nakhudole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/etZGTMSfq9QgcRnT8,,,prospect,,2026-04-15 09:27:16
182,Yugal Suppliers,,"9843737046, 9849323634","Lalitpur 14, Shovahiti",Shovahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/2LgVTtRdi18FwS8R6,,,prospect,,2026-04-15 09:27:16
183,Sangel Store,,"9849326136, 9849966639","Lalitpur 14, Shovahiti",Shovahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/YswujssmPvQ3BZkHA,,,prospect,,2026-04-15 09:27:16
184,Uttam Store,Pinki Thapa,9869349349,"Lalitpur 14, Shovahiti",Shovahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/6LQmGisE1dpHeymi7,,,prospect,,2026-04-15 09:27:16
185,Menson Dairy and Phalful tatha Tarkari,Namrata Limbu,9768715699,"Lalitpur 14, Shovahiti",Shovahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hS3nNUpPxn8W8rHo6,,,prospect,,2026-04-15 09:27:16
186,Prayas Masala Pasal,,"9861638336, 9865246905","Lalitpur 14, Shobahiti",Shobahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/tPyfwCPjGhK6t62XA,,,prospect,,2026-04-15 09:27:16
187,Simrika Khadya Store/saurid Khadya Store,,9849215866,"Lalitpur 14, Shovahiti",Shovahiti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/3VpLSk5kvEjC6Cnf6,,,prospect,,2026-04-15 09:27:16
188,Gudi General Store,,"9845002372, 9814240240","Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Jq7S9F1fDmxRCiHu5,,,prospect,,2026-04-15 09:27:16
189,Rasmi Dairy,Rajan Ghimire,"9843359198, 9851225266","Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/k3tPLpjd3RMrj92F6,,,prospect,,2026-04-15 09:27:16
190,Dangal Masala Pasal,Gopal Dangal,9841986689,"Lalitpur 13, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/PzxkfAorh78XkZUW7,,,prospect,,2026-04-15 09:27:17
191,Glan´s Variety Shop,,"9841024904, 015121545","Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/APsMPxPgL841Jdmu7,,,prospect,,2026-04-15 09:27:17
192,Pradip Kirana Store,,9851095851,"Lalitpur 14, Jhulpakha Tole",Jhulpakha Tole,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/aWpE8D6ySR5ZADWy9,,,prospect,,2026-04-15 09:27:17
193,Ranjit Store,,9849199785,"Lalitpur 13, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/PZuviHs5Qf2CPFdp7,,,prospect,,2026-04-15 09:27:17
194,New Pragya Store,,9841506162,"Lalitpur 14, Kusunti",Kusunti,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/4dCuXkFZcf9LKju39,,,prospect,,2026-04-15 09:27:17
195,Pemba Store,,"9808701316, 9813367176","Lalitpur 14, Milanchok",Milanchok,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/MZZrBXZzGvrkwTbj6,,,prospect,,2026-04-15 09:27:17
196,Bantaba Kirana Store,,9847832671,"Lalitpur 14, Milan Chok",Milan Chok,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/SgrniM5EouF4wEiH9,,,prospect,,2026-04-15 09:27:17
197,Abiral Kirana Pasal,,"9840265617, 015170132","Lalitpur 14, Milan Chok",Milan Chok,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/A6zdCW96dm8RL3X6A,,,prospect,,2026-04-15 09:27:17
198,Classic Mart,Naresh,9841329550,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/6vp6dF5tM2T3sT2i8,,,prospect,,2026-04-15 09:27:17
199,Limbu Store,Yogesh Limbu,9821354224,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/NRwypB4Jzg8HuoyG7,,,prospect,,2026-04-15 09:27:17
200,Kirana Pasal,Puspa Rai,9860617581,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/1koCaTHqezuUe46V9,,,prospect,,2026-04-15 09:27:17
201,Subash Store,,9813625273,"Lalitpur 26, Chokhel Chok, Football Village",Chokhel Chok,Football Village,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/PkdRo6rYMNuY2MoZ7,,,prospect,,2026-04-15 09:27:17
202,Thegim Store,,"9860892239, 9818498445","Lalitpur 14, Nakhipot",Nakhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/1NH11i7PGMtSKDVe9,,,prospect,,2026-04-15 09:27:17
203,Sing Gorkha Department Store,,"9802312227, 9765821243","Lalitpur 14, Shiv Chok",Shiv Chok,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/9sK9nrYYDuRkiGqe7,,,prospect,,2026-04-15 09:27:17
204,Keshab Store Pipalbot,Kumar,9841853782,"Lalitpur 14, Milanchok, Nakhipot",Milanchok,Nakhipot,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/wch8W2xvqsPmQYcMA,,,prospect,,2026-04-15 09:27:17
205,Mukli Mart,,9801446699,"Lalitpur 14, Milanchok",Milanchok,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/5YdtBpkLPAQ8UCP78,,,prospect,,2026-04-15 09:27:17
206,Sundar Laxmi Store,,9841335752,"Lalitpur 14, Tikhidewal",Tikhidewal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/qYyZKE2P6pShLS3QA,,,prospect,,2026-04-15 09:27:17
207,Kaucha Kirana Pasal,Nirpa,9869226358,"Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hNw1Yr5j5XDSKdsz7,,,prospect,,2026-04-15 09:27:17
208,Pancheshwor Store,,"9841209235, 9808461895","Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/K9cyrri88vXNJWVf7,,,prospect,,2026-04-15 09:27:17
209,Karki Store,,,"Lalitpur 14, Thasikhel",Thasikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Xcnn4sH7ENmmtDpm7,,,prospect,,2026-04-15 09:27:17
210,Sapkota Masala Pasal,,9843360213,"Lalitpur 14, Tikheldev",Tikheldev,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Yk5aguSnonRdShcT8,,,prospect,,2026-04-15 09:27:17
211,Rolpa Agro Udhyog,,"9847378934, 9847967263","Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/yf91PLqJaJTUZgvw6,,,prospect,,2026-04-15 09:27:17
212,Panorama Dairy,,9851238602,"Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/RviL1hShxS24PxYu5,,,prospect,,2026-04-15 09:27:17
213,Supriya Dairy,,"9862905774, 9861926928","Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/KK7KkXhmYop4RBRX8,,,prospect,,2026-04-15 09:27:17
214,Sharma Store,,9849450577,"Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Yca1xWELurgJGLTw5,,,prospect,,2026-04-15 09:27:17
215,Narendra Store,,01-5152423,"Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/jcvfTpGsqsZWDxKQ9,,,prospect,,2026-04-15 09:27:17
216,Laxmi Khadya Store,,"9843455721, 01-5152031, 9841637123","Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/WJajek2QWREfxfHn9,,,prospect,,2026-04-15 09:27:17
217,Gorkhali Khadya Bhandar,,01-5152039,"Lalitpur 14, Tachhikhel",Tachhikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/Qo2ntYs4xf42dwVP9,,,prospect,,2026-04-15 09:27:17
218,Famous Dudh Dahi Pasal,,"9841678099, 9840224157",Lalitpur 14,,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/45XrGoB8i1uM5asz8,,,prospect,,2026-04-15 09:27:17
219,Bhojpure Maila....,,9817340760,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/eHtaGjob6jo5dqND6,,,prospect,,2026-04-15 09:27:17
220,Himani Grocery,,9857035714,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/LqCmq3C44NxGcFkM7,,,prospect,,2026-04-15 09:27:17
221,Baitarni Dham Dudh Dahi,,9843131121,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/xJeaEsqm7bznrKuSA,,,prospect,,2026-04-15 09:27:17
222,Tulasi Store,,9823127100,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/mNebk1m5Hj1EgE7f8,,,prospect,,2026-04-15 09:27:17
223,Joy Mart,,9860240461,"Lalitpur 14, Talchikhel",Talchikhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/mTN16mMcBRocAxFU6,,,prospect,,2026-04-15 09:27:17
224,Anita Store,,9849805477,"Lalitpur 14, Tikhideval",Tikhideval,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/iSVhGt4CWtcfpaZD9,,,prospect,,2026-04-15 09:27:17
225,Panchamrit Organic Suppliers,Junu Rai,9766340347,"Lalitpur 14, Bishal Chowk",Bishal Chowk,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/VEMLH6hq1hK1Zens6,,,prospect,,2026-04-15 09:27:17
226,K C Kirana Pasal,,9801884023,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/tPoqfT4qHD7NH9TW8,,,prospect,,2026-04-15 09:27:17
227,New Malika Store,,9843368296,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/qRfhAhffQ4LiYPoW6,,,prospect,,2026-04-15 09:27:17
228,D B Kirana Store,D B,9860522166,"Lalitpur 14, Bishal Chiwk",Bishal Chiwk,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/53cCn2CFh4JagLhi8,,,prospect,,2026-04-15 09:27:17
229,L.S. Family Store,,9841408714,"Lalitpur 14, Tikhedewal",Tikhedewal,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/D3jj2UHWxk79UTmg9,,,prospect,,2026-04-15 09:27:17
230,Thimile Store,,9841211282,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/dYbjNq3HrshsFCFj8,,,prospect,,2026-04-15 09:27:17
231,Shrestha Store,,9849878173,"Lalitpur 14, Tutepani",Tutepani,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/miXu7Xr6HzFnQTp19,,,prospect,,2026-04-15 09:27:17
232,New Gorkha Store,,9849932510,"Lalitpur 14, Nakhhipot",Nakhhipot,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/kQYvVjW5BHtjC3Eq8,,,prospect,,2026-04-15 09:27:17
233,Brothers Enterprises,Ujjolvshrestha,9818422380,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/hJLRPeHrW14Tobxk9,,,prospect,,2026-04-15 09:27:17
234,Shree Ram Enterprises,,9851328638,"Lalitpur 12, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/H9t68XxgJTwTSbT27,,,prospect,,2026-04-15 09:27:17
235,Kirana Pasal,,,"Lalitpur 6, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/5mZAohn8FBeCihax6,,,prospect,,2026-04-15 09:27:17
236,Harati Kirana Pasal,,9841211076,"Lalitpur 6, Lagankhel",Lagankhel,,Lalitpur,Bagmati,Nepal,,https://maps.app.goo.gl/pMFFfX24hKxiRYPbA,,,prospect,,2026-04-15 09:27:17
